City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,date,category,aqi_7day_avg
Bengaluru,2015-11-07,31.44,70.46,3.03,15.85,10.27,27.73,1.22,1.94,17.98,2.41,17.84,,60.0,Satisfactory,2015-11-07,Satisfactory,
Bengaluru,2015-11-08,31.4,61.519999999999996,1.92,15.33,8.96,21.44,,1.77,23.72,1.5,7.21,,56.0,Satisfactory,2015-11-08,Satisfactory,
Bengaluru,2015-11-09,34.92,52.58,0.87,10.21,5.52,18.46,,1.72,32.86,1.28,3.29,,59.0,Satisfactory,2015-11-09,Satisfactory,
Bengaluru,2015-11-10,12.63,43.64,1.46,6.81,4.75,12.63,1.48,2.05,41.66,1.12,2.07,,51.0,Satisfactory,2015-11-10,Satisfactory,
Bengaluru,2015-11-11,48.94,80.19333333333333,3.47,8.59,6.93,22.21,1.07,2.62,23.3,3.26,2.23,,49.0,Good,2015-11-11,Good,
Bengaluru,2015-11-12,63.69,116.74666666666667,5.05,8.2,7.38,21.57,1.82,2.27,18.98,1.07,2.66,,146.0,Moderate,2015-11-12,Moderate,
Bengaluru,2015-11-13,28.22,153.3,5.8,21.5,21.78,27.79,2.09,2.69,34.32,2.08,4.5,,61.0,Satisfactory,2015-11-13,Satisfactory,68.85714285714286
Bengaluru,2015-11-14,42.42,156.84,7.25,29.94,31.78,21.94,1.56,2.23,31.35,1.82,4.65,,130.0,Moderate,2015-11-14,Moderate,78.85714285714286
Bengaluru,2015-11-15,42.23,59.94,2.83,18.86,16.26,,1.64,2.16,34.8,1.48,3.94,,99.0,Satisfactory,2015-11-15,Satisfactory,85.0
Bengaluru,2015-11-16,16.03,16.77,3.81,18.34,18.74,,1.61,2.31,35.48,0.87,1.26,,91.0,Satisfactory,2015-11-16,Satisfactory,89.57142857142857
Bengaluru,2015-11-17,17.675,8.22,4.89,16.2,20.54,,1.6,2.49,,,,,116.0,Moderate,2015-11-17,Moderate,98.85714285714286
Bengaluru,2015-11-18,19.32,16.42,4.57,15.47,18.77,25.0,1.99,2.75,,,1.15,,126.0,Moderate,2015-11-18,Moderate,109.85714285714286
Bengaluru,2015-11-19,21.99,39.86,7.08,16.44,19.51,41.96,1.73,2.95,9.98,1.52,2.38,,103.0,Moderate,2015-11-19,Moderate,103.71428571428571
Bengaluru,2015-11-20,13.89,31.44,6.84,12.14,15.35,23.93,1.72,2.5,4.56,0.74,1.48,,74.0,Satisfactory,2015-11-20,Satisfactory,105.57142857142857
Bengaluru,2015-11-21,16.06,24.35,4.57,13.13,16.2,21.28,0.94,3.12,,,1.07,,66.0,Satisfactory,2015-11-21,Satisfactory,96.42857142857143
Bengaluru,2015-11-22,16.97,15.69,3.07,10.57,12.6,13.92,0.83,2.6,,,1.06,,61.0,Satisfactory,2015-11-22,Satisfactory,91.0
Bengaluru,2015-11-23,19.66,36.84,6.47,16.37,20.87,24.04,1.35,2.83,4.09,1.18,2.17,,75.0,Satisfactory,2015-11-23,Satisfactory,88.71428571428571
Bengaluru,2015-11-24,20.35,33.97,7.76,20.64,24.75,26.98,1.36,2.59,7.77,1.02,1.9,,85.0,Satisfactory,2015-11-24,Satisfactory,84.28571428571429
Bengaluru,2015-11-25,34.39,36.29,8.38,28.8,32.28,32.75,2.48,3.76,14.63,1.32,3.17,,141.0,Moderate,2015-11-25,Moderate,86.42857142857143
Bengaluru,2015-11-26,43.91,43.65,11.74,29.33,32.78,55.4,1.52,3.44,14.8,1.53,3.59,,90.0,Satisfactory,2015-11-26,Satisfactory,84.57142857142857
Bengaluru,2015-11-27,44.14,112.78,7.05,26.64,27.06,32.33,2.18,4.3,25.57,1.69,3.36,,126.0,Moderate,2015-11-27,Moderate,92.0
Bengaluru,2015-11-28,44.94,114.34,8.47,28.1,29.37,32.75,2.3,4.7,29.1,1.56,2.38,,147.0,Moderate,2015-11-28,Moderate,103.57142857142857
Bengaluru,2015-11-29,29.35,75.79,5.72,21.21,21.4,19.08,1.55,4.55,29.03,1.01,1.15,,87.0,Satisfactory,2015-11-29,Satisfactory,107.28571428571429
Bengaluru,2015-11-30,15.34,53.7,8.46,22.22,24.6,21.4,1.13,4.45,8.84,1.11,2.53,,56.0,Satisfactory,2015-11-30,Satisfactory,104.57142857142857
Bengaluru,2015-12-01,14.18,55.71,12.9,25.86,27.06,21.81,1.63,5.14,9.89,0.97,2.15,,88.0,Satisfactory,2015-12-01,Satisfactory,105.0
Bengaluru,2015-12-02,13.36,33.82,8.24,24.04,17.46,22.0,1.7,11.07,8.15,0.73,1.66,,67.0,Satisfactory,2015-12-02,Satisfactory,94.42857142857143
Bengaluru,2015-12-03,19.86,72.72,11.73,33.56,26.85,37.08,1.47,8.32,9.51,0.98,2.6,,74.0,Satisfactory,2015-12-03,Satisfactory,92.14285714285714
Bengaluru,2015-12-04,28.35,102.15,13.06,32.95,24.78,52.45,2.03,6.08,21.38,1.0,3.46,,105.0,Moderate,2015-12-04,Moderate,89.14285714285714
Bengaluru,2015-12-05,25.04,89.26,9.79,33.02,22.96,51.77,1.72,5.43,26.44,0.77,1.47,,103.0,Moderate,2015-12-05,Moderate,82.85714285714286
Bengaluru,2015-12-06,29.12,87.255,2.8,25.17,13.66,41.62,,3.1,43.98,0.71,1.17,,54.0,Satisfactory,2015-12-06,Satisfactory,78.14285714285714
Bengaluru,2015-12-07,41.16,85.25,10.04,34.42,23.91,46.07,1.88,5.24,27.26,0.88,1.7,,65.0,Satisfactory,2015-12-07,Satisfactory,79.42857142857143
Bengaluru,2015-12-08,46.33,82.86,17.24,44.41,34.36,45.43,1.81,5.81,19.1,1.01,1.92,,102.0,Moderate,2015-12-08,Moderate,81.42857142857143
Bengaluru,2015-12-09,48.01,78.58,16.65,39.78,31.61,46.15,1.84,4.86,6.32,1.16,1.49,,94.0,Satisfactory,2015-12-09,Satisfactory,85.28571428571429
Bengaluru,2015-12-10,35.48,58.04,25.04,35.58,35.53,51.46,1.92,5.27,3.36,0.99,1.46,,86.0,Satisfactory,2015-12-10,Satisfactory,87.0
Bengaluru,2015-12-11,32.95,79.07,23.41,41.05,36.25,26.38,2.07,5.94,2.3,1.43,1.63,,89.0,Satisfactory,2015-12-11,Satisfactory,84.71428571428571
Bengaluru,2015-12-12,50.19,73.43,18.73,57.62,31.41,20.93,1.78,5.34,2.33,1.29,1.39,,99.0,Satisfactory,2015-12-12,Satisfactory,84.14285714285714
Bengaluru,2015-12-13,34.57,64.09,15.68,42.88,37.39,12.64,1.68,4.79,2.16,0.91,1.07,,92.0,Satisfactory,2015-12-13,Satisfactory,89.57142857142857
Bengaluru,2015-12-14,52.06,56.71,13.51,27.66,21.45,11.98,1.33,4.38,1.87,1.29,1.6,,85.0,Satisfactory,2015-12-14,Satisfactory,92.42857142857143
Bengaluru,2015-12-15,39.67,100.76,5.93,22.28,13.92,14.1,1.44,2.72,1.83,1.18,1.46,,83.0,Satisfactory,2015-12-15,Satisfactory,89.71428571428571
Bengaluru,2015-12-16,50.47,56.41,4.71,37.1,20.85,20.54,1.93,3.65,6.68,1.22,1.47,,92.0,Satisfactory,2015-12-16,Satisfactory,89.42857142857143
Bengaluru,2015-12-17,41.04,62.41,10.15,40.72,26.28,22.39,1.55,5.21,17.03,0.97,1.28,,95.0,Satisfactory,2015-12-17,Satisfactory,90.71428571428571
Bengaluru,2015-12-18,56.62,85.88,24.29,57.36,45.46,29.2,2.67,6.99,17.28,1.61,1.55,,103.0,Moderate,2015-12-18,Moderate,92.71428571428571
Bengaluru,2015-12-19,42.57,78.99,20.49,49.4,39.15,21.95,2.08,5.34,17.37,1.43,1.29,,105.0,Moderate,2015-12-19,Moderate,93.57142857142857
Bengaluru,2015-12-20,60.44,65.74,17.24,43.97,33.82,26.04,1.44,5.29,20.05,1.17,1.19,,97.0,Satisfactory,2015-12-20,Satisfactory,94.28571428571429
Bengaluru,2015-12-21,48.4,72.52,18.51,53.53,39.72,30.54,1.18,5.5,21.95,1.33,1.35,,102.0,Moderate,2015-12-21,Moderate,96.71428571428571
Bengaluru,2015-12-22,49.54,84.48,22.95,65.66,49.45,34.27,1.32,5.61,20.0,1.96,1.69,,104.0,Moderate,2015-12-22,Moderate,99.71428571428571
Bengaluru,2015-12-23,49.42,74.68,20.35,55.38,42.2,36.34,1.62,5.47,24.06,1.58,1.24,,96.0,Satisfactory,2015-12-23,Satisfactory,100.28571428571429
Bengaluru,2015-12-24,61.58,81.49,20.86,56.16,42.26,44.44,1.29,5.38,36.04,1.41,1.22,,114.0,Moderate,2015-12-24,Moderate,103.0
Bengaluru,2015-12-25,68.48,81.97,17.96,51.22,37.33,24.77,1.25,5.66,40.78,1.12,2.26,,110.0,Moderate,2015-12-25,Moderate,104.0
Bengaluru,2015-12-26,57.15,63.84,15.88,42.79,31.61,18.88,1.2,5.44,41.39,1.12,1.16,,109.0,Moderate,2015-12-26,Moderate,104.57142857142857
Bengaluru,2015-12-27,76.35,76.37,16.45,42.69,31.61,14.76,1.54,5.71,59.62,1.15,0.94,,115.0,Moderate,2015-12-27,Moderate,107.14285714285714
Bengaluru,2015-12-28,85.66,83.91,22.68,56.3,42.44,41.98,1.77,6.01,59.5,1.21,1.05,,149.0,Moderate,2015-12-28,Moderate,113.85714285714286
Bengaluru,2015-12-29,49.06,73.13,20.76,54.12,40.51,24.83,1.58,6.39,31.55,1.43,1.12,,122.0,Moderate,2015-12-29,Moderate,116.42857142857143
Bengaluru,2015-12-30,48.16,74.0,22.45,59.75,44.59,21.42,0.85,6.94,31.0,1.59,1.44,,91.0,Satisfactory,2015-12-30,Satisfactory,115.71428571428571
Bengaluru,2015-12-31,71.06,74.39,20.87,61.97,44.85,26.49,1.49,7.22,36.94,1.53,1.18,,131.0,Moderate,2015-12-31,Moderate,118.14285714285714
Bengaluru,2016-01-01,56.4,95.08,13.8,51.73,34.31,14.68,0.69,7.44,55.96,0.91,0.78,,101.0,Moderate,2016-01-01,Moderate,116.85714285714286
Bengaluru,2016-01-02,53.69,93.92,26.49,73.09,54.77,16.05,0.76,8.67,34.06,1.88,1.18,,92.0,Satisfactory,2016-01-02,Satisfactory,114.42857142857143
Bengaluru,2016-01-03,62.35,99.34,24.56,77.77,55.6,16.37,0.96,9.1,47.62,2.36,1.14,,108.0,Moderate,2016-01-03,Moderate,113.42857142857143
Bengaluru,2016-01-04,64.96,104.62,18.56,77.07,50.81,14.18,0.89,8.87,50.62,1.95,1.33,,109.0,Moderate,2016-01-04,Moderate,107.71428571428571
Bengaluru,2016-01-05,70.15,105.12,23.56,79.43,56.05,16.97,0.85,9.41,36.94,1.92,1.26,,114.0,Moderate,2016-01-05,Moderate,106.57142857142857
Bengaluru,2016-01-06,68.22,91.74,29.68,68.5,55.38,16.71,0.93,14.23,45.98,1.25,1.11,,121.0,Moderate,2016-01-06,Moderate,110.85714285714286
Bengaluru,2016-01-07,68.74,74.3,42.37,53.25,58.6,26.13,0.79,23.65,23.19,27.62,16.12,,116.0,Moderate,2016-01-07,Moderate,108.71428571428571
Bengaluru,2016-01-08,67.9,62.77,46.57,51.09,60.65,22.84,0.66,14.17,8.59,1.01,0.5,,117.0,Moderate,2016-01-08,Moderate,111.0
Bengaluru,2016-01-09,79.8,74.11,57.18,64.04,86.73,21.32,0.79,14.65,10.66,2.62,0.55,,143.0,Moderate,2016-01-09,Moderate,118.28571428571429
Bengaluru,2016-01-10,76.18,63.19,38.5,46.46,52.1,11.01,0.8,15.02,14.39,2.29,0.55,,168.0,Moderate,2016-01-10,Moderate,126.85714285714286
Bengaluru,2016-01-11,61.48,53.24,23.76,39.43,62.48,10.72,0.78,11.53,19.51,1.67,1.35,,122.0,Moderate,2016-01-11,Moderate,128.71428571428572
Bengaluru,2016-01-12,73.5,106.62,9.37,39.55,27.55,12.27,1.3,4.65,21.45,1.76,0.74,,122.0,Moderate,2016-01-12,Moderate,129.85714285714286
Bengaluru,2016-01-13,70.78,160.0,11.43,55.91,37.72,12.06,1.02,10.59,24.48,1.56,0.94,,146.0,Moderate,2016-01-13,Moderate,133.42857142857142
Bengaluru,2016-01-14,75.01,172.02,16.92,70.58,49.75,19.63,0.84,13.99,22.94,1.56,0.5,,152.0,Moderate,2016-01-14,Moderate,138.57142857142858
Bengaluru,2016-01-15,42.84,160.87,11.69,50.76,34.73,,0.78,17.8,25.71,1.14,0.28,,119.0,Moderate,2016-01-15,Moderate,138.85714285714286
Bengaluru,2016-01-16,77.23,235.32,35.73,83.2,94.37,16.11,1.02,15.22,22.72,1.36,0.69,,130.0,Moderate,2016-01-16,Moderate,137.0
Bengaluru,2016-01-17,68.98,149.82,86.51,110.24,147.06,10.83,0.78,14.5,17.73,0.97,0.37,,253.0,Poor,2016-01-17,Poor,149.14285714285714
Bengaluru,2016-01-18,73.89,133.08,95.19,77.38,110.35,16.09,0.97,18.94,20.92,1.05,0.51,,219.0,Poor,2016-01-18,Poor,163.0
Bengaluru,2016-01-19,75.45,113.92,44.25,72.62,71.08,20.9,0.98,24.0,23.09,0.67,0.54,,146.0,Moderate,2016-01-19,Moderate,166.42857142857142
Bengaluru,2016-01-20,78.07,122.54,43.53,45.06,55.6,28.94,0.97,24.02,17.64,0.95,0.68,,170.0,Moderate,2016-01-20,Moderate,169.85714285714286
Bengaluru,2016-01-21,53.45,62.27,44.68,34.63,50.76,43.57,0.93,18.54,20.57,0.62,0.52,,117.0,Moderate,2016-01-21,Moderate,164.85714285714286
Bengaluru,2016-01-22,63.58,150.78,48.29,41.69,57.18,26.58,1.15,13.94,22.0,0.84,0.42,,113.0,Moderate,2016-01-22,Moderate,164.0
Bengaluru,2016-01-23,57.91,133.63,33.73,29.72,40.25,16.27,1.08,11.77,11.02,0.81,0.34,,146.0,Moderate,2016-01-23,Moderate,166.28571428571428
Bengaluru,2016-01-24,41.36,92.58,24.11,35.97,35.05,14.08,0.99,5.66,15.4,0.76,0.31,,102.0,Moderate,2016-01-24,Moderate,144.71428571428572
Bengaluru,2016-01-25,51.7,121.42,15.35,51.13,35.03,19.55,1.23,7.78,18.12,0.64,0.84,,98.0,Satisfactory,2016-01-25,Satisfactory,127.42857142857143
Bengaluru,2016-01-26,54.34,108.47,7.72,45.69,28.2,17.79,1.04,8.68,26.95,0.63,0.59,,104.0,Moderate,2016-01-26,Moderate,121.42857142857143
Bengaluru,2016-01-27,54.33,76.37,14.67,41.42,32.76,20.6,1.05,8.73,17.6,0.89,0.7,,91.0,Satisfactory,2016-01-27,Satisfactory,110.14285714285714
Bengaluru,2016-01-28,84.84,50.03,20.32,36.42,34.42,53.81,1.16,2.96,17.21,1.38,0.81,,118.0,Moderate,2016-01-28,Moderate,110.28571428571429
Bengaluru,2016-01-29,87.02,83.23,7.3,36.39,23.82,22.43,1.12,3.02,26.32,1.45,0.76,,175.0,Moderate,2016-01-29,Moderate,119.14285714285714
Bengaluru,2016-01-30,71.42,130.22,8.62,37.09,25.13,20.22,1.21,4.28,23.31,1.02,0.64,,149.0,Moderate,2016-01-30,Moderate,119.57142857142857
Bengaluru,2016-01-31,119.16,218.27,15.82,48.59,36.49,33.27,1.32,6.07,23.3,2.02,0.94,,183.0,Moderate,2016-01-31,Moderate,131.14285714285714
Bengaluru,2016-02-01,84.45,158.01,15.81,55.88,40.35,30.23,1.85,6.34,17.17,1.16,1.26,,184.0,Moderate,2016-02-01,Moderate,143.42857142857142
Bengaluru,2016-02-02,76.8,159.14,17.4,55.92,41.2,27.39,1.39,5.9,15.86,1.84,0.73,,156.0,Moderate,2016-02-02,Moderate,150.85714285714286
Bengaluru,2016-02-03,75.57,193.59,13.74,62.78,41.28,23.28,1.9,5.54,25.77,1.72,0.68,,153.0,Moderate,2016-02-03,Moderate,159.71428571428572
Bengaluru,2016-02-04,74.6,152.36,10.79,49.76,32.57,22.79,1.6,5.13,28.21,1.67,0.75,,141.0,Moderate,2016-02-04,Moderate,163.0
Bengaluru,2016-02-05,72.11,121.86,9.3,49.34,31.63,21.72,1.37,4.07,31.13,1.4,0.56,,139.0,Moderate,2016-02-05,Moderate,157.85714285714286
Bengaluru,2016-02-06,63.42,169.11,5.2,45.84,25.16,19.25,1.81,3.74,32.4,0.8,0.56,,154.0,Moderate,2016-02-06,Moderate,158.57142857142858
Bengaluru,2016-02-07,82.78,351.51,4.31,84.52,35.82,19.97,3.28,2.76,37.66,0.89,0.66,,199.0,Moderate,2016-02-07,Moderate,160.85714285714286
Bengaluru,2016-02-08,75.98,154.26,3.23,46.99,21.56,18.87,1.59,3.49,31.18,0.6,0.59,,182.0,Moderate,2016-02-08,Moderate,160.57142857142858
Bengaluru,2016-02-09,85.33,223.57,6.7,59.41,30.85,20.89,2.19,9.71,35.63,0.88,0.7,,175.0,Moderate,2016-02-09,Moderate,163.28571428571428
Bengaluru,2016-02-10,84.32,256.75,5.88,46.66,26.54,20.63,2.2,14.25,49.77,1.36,0.54,,191.0,Moderate,2016-02-10,Moderate,168.71428571428572
Bengaluru,2016-02-11,91.95,190.47,5.85,45.44,25.01,17.12,2.06,23.66,58.94,2.4,0.9,,203.0,Poor,2016-02-11,Poor,177.57142857142858
Bengaluru,2016-02-12,83.66,164.48,6.15,49.77,26.13,19.85,1.7,5.25,67.3,1.67,0.76,,154.0,Moderate,2016-02-12,Moderate,179.71428571428572
Bengaluru,2016-02-13,85.96,146.45,8.34,56.54,33.17,17.34,1.69,4.73,63.27,1.21,0.56,,160.0,Moderate,2016-02-13,Moderate,180.57142857142858
Bengaluru,2016-02-14,62.08,113.87,20.4,43.41,39.5,15.09,1.46,3.14,57.1,1.47,0.34,,136.0,Moderate,2016-02-14,Moderate,171.57142857142858
Bengaluru,2016-02-15,56.57,100.3,10.84,35.08,33.68,40.86,1.73,4.27,37.83,1.19,0.41,,107.0,Moderate,2016-02-15,Moderate,160.85714285714286
Bengaluru,2016-02-16,42.58,108.68,9.51,23.5,19.24,27.19,1.51,3.45,31.32,0.68,0.37,,88.0,Satisfactory,2016-02-16,Satisfactory,148.42857142857142
Bengaluru,2016-02-17,49.6,145.32,9.96,24.34,19.72,24.05,1.66,4.46,25.02,0.94,0.34,,105.0,Moderate,2016-02-17,Moderate,136.14285714285714
Bengaluru,2016-02-18,54.56,138.17,10.56,19.86,17.74,,1.51,4.12,29.33,0.74,0.26,,111.0,Moderate,2016-02-18,Moderate,123.0
Bengaluru,2016-02-19,44.26,146.23,10.47,26.16,20.93,25.75,1.51,3.9,42.53,1.22,0.35,,117.0,Moderate,2016-02-19,Moderate,117.71428571428571
Bengaluru,2016-02-20,53.12,116.89,9.46,30.94,22.89,29.92,1.47,3.2,36.37,0.98,0.46,,113.0,Moderate,2016-02-20,Moderate,111.0
Bengaluru,2016-02-21,57.32,107.54,10.18,34.98,25.44,29.87,1.45,2.88,49.63,1.16,0.5,,115.0,Moderate,2016-02-21,Moderate,108.0
Bengaluru,2016-02-22,90.07,127.67,7.72,32.23,22.31,29.34,1.57,3.26,38.32,1.01,0.45,,145.0,Moderate,2016-02-22,Moderate,113.42857142857143
Bengaluru,2016-02-23,134.69,142.12,4.88,32.14,20.48,30.6,1.12,2.99,42.23,1.08,0.47,,177.0,Moderate,2016-02-23,Moderate,126.14285714285714
Bengaluru,2016-02-24,110.05,100.07,11.92,38.67,25.42,28.79,0.94,4.85,59.43,0.89,0.58,,198.0,Moderate,2016-02-24,Moderate,139.42857142857142
Bengaluru,2016-02-25,66.98,100.6,9.08,37.3,25.34,27.07,0.73,6.91,64.9,0.89,0.54,,165.0,Moderate,2016-02-25,Moderate,147.14285714285714
Bengaluru,2016-02-26,51.96,102.39,10.53,28.51,22.43,24.1,0.94,5.29,37.26,0.51,0.48,,124.0,Moderate,2016-02-26,Moderate,148.14285714285714
Bengaluru,2016-02-27,36.28,98.29,12.77,41.88,27.18,5.47,0.81,3.09,30.33,0.45,0.2,,88.0,Satisfactory,2016-02-27,Satisfactory,144.57142857142858
Bengaluru,2016-02-28,35.63,115.9,12.59,47.36,24.09,4.09,0.79,3.52,29.08,0.67,0.27,,88.0,Satisfactory,2016-02-28,Satisfactory,140.71428571428572
Bengaluru,2016-02-29,41.64,144.04,11.73,30.64,23.56,3.83,1.01,3.16,39.28,0.74,0.3,,105.0,Moderate,2016-02-29,Moderate,135.0
Bengaluru,2016-03-01,39.21,154.64,42.33,42.55,51.48,13.53,0.84,3.5,37.68,0.81,0.28,,118.0,Moderate,2016-03-01,Moderate,126.57142857142857
Bengaluru,2016-03-02,42.17,134.78,19.36,33.44,29.43,22.47,0.56,2.24,31.99,0.87,0.32,,132.0,Moderate,2016-03-02,Moderate,117.14285714285714
Bengaluru,2016-03-03,54.91,148.57,6.3,31.09,18.25,22.73,0.58,1.91,49.42,0.87,0.47,,121.0,Moderate,2016-03-03,Moderate,110.85714285714286
Bengaluru,2016-03-04,54.04,137.04,9.52,38.09,25.03,21.95,0.62,2.45,42.21,1.02,0.49,,136.0,Moderate,2016-03-04,Moderate,112.57142857142857
Bengaluru,2016-03-05,55.72,132.73,5.47,31.96,18.66,23.49,1.68,2.36,38.54,0.94,0.37,,153.0,Moderate,2016-03-05,Moderate,121.85714285714286
Bengaluru,2016-03-06,45.98,120.86,3.63,22.73,12.1,23.84,0.77,2.12,49.65,0.62,0.32,,135.0,Moderate,2016-03-06,Moderate,128.57142857142858
Bengaluru,2016-03-07,43.69,120.32,4.16,24.23,13.82,23.77,0.58,2.05,45.07,0.63,0.35,,111.0,Moderate,2016-03-07,Moderate,129.42857142857142
Bengaluru,2016-03-08,44.74,122.4,10.23,41.83,24.9,23.93,1.41,2.82,49.67,0.92,0.43,,135.0,Moderate,2016-03-08,Moderate,131.85714285714286
Bengaluru,2016-03-09,51.06,150.19,10.44,47.14,30.04,33.25,0.97,4.02,38.62,0.94,0.46,,123.0,Moderate,2016-03-09,Moderate,130.57142857142858
Bengaluru,2016-03-10,53.1,161.1,13.13,43.2,34.09,31.23,1.51,3.14,35.52,0.96,0.55,,146.0,Moderate,2016-03-10,Moderate,134.14285714285714
Bengaluru,2016-03-11,60.7,173.24,13.82,36.11,33.16,33.7,1.03,3.61,40.0,4.06,1.47,,155.0,Moderate,2016-03-11,Moderate,136.85714285714286
Bengaluru,2016-03-12,59.53,163.88,7.19,26.64,19.89,26.04,0.86,3.0,58.17,2.83,1.59,,144.0,Moderate,2016-03-12,Moderate,135.57142857142858
Bengaluru,2016-03-13,64.29,144.67,5.68,21.86,14.6,21.27,0.57,2.75,68.09,1.8,1.2,,149.0,Moderate,2016-03-13,Moderate,137.57142857142858
Bengaluru,2016-03-14,67.65,148.74,6.95,33.09,20.19,23.37,0.79,2.95,77.42,1.67,1.76,,158.0,Moderate,2016-03-14,Moderate,144.28571428571428
Bengaluru,2016-03-15,68.48,144.33,15.88,36.46,25.68,24.7,1.28,2.93,47.78,1.68,1.25,,175.0,Moderate,2016-03-15,Moderate,150.0
Bengaluru,2016-03-16,76.33,144.2,11.08,39.12,26.5,36.52,1.19,2.85,98.66,3.0,2.51,,139.0,Moderate,2016-03-16,Moderate,152.28571428571428
Bengaluru,2016-03-17,72.22,151.36,11.89,25.76,18.7,29.15,0.89,3.24,39.82,1.41,1.65,,145.0,Moderate,2016-03-17,Moderate,152.14285714285714
Bengaluru,2016-03-18,60.58,194.0,7.91,18.32,15.69,26.55,0.96,2.89,35.81,1.49,1.3,,151.0,Moderate,2016-03-18,Moderate,151.57142857142858
Bengaluru,2016-03-19,98.29,206.35,10.49,32.29,24.48,29.65,1.22,2.53,33.32,2.42,1.62,,158.0,Moderate,2016-03-19,Moderate,153.57142857142858
Bengaluru,2016-03-20,239.54,189.8,3.12,14.6,9.98,27.35,1.2,1.57,,,1.28,,253.0,Poor,2016-03-20,Poor,168.42857142857142
Bengaluru,2016-03-21,121.43,164.52,8.95,59.53,35.01,32.86,0.91,2.47,56.77,1.91,3.13,,264.0,Poor,2016-03-21,Poor,183.57142857142858
Bengaluru,2016-03-22,66.36,190.04,9.51,62.46,37.08,32.7,0.98,3.93,43.14,1.74,2.25,,155.0,Moderate,2016-03-22,Moderate,180.71428571428572
Bengaluru,2016-03-23,29.73,186.28,10.09,46.26,35.81,29.53,0.52,2.38,49.68,1.11,1.05,,137.0,Moderate,2016-03-23,Moderate,180.42857142857142
Bengaluru,2016-03-24,34.49,180.42,7.52,34.43,22.68,24.5,0.92,3.92,46.87,1.19,1.06,,119.0,Moderate,2016-03-24,Moderate,176.71428571428572
Bengaluru,2016-03-25,32.59,183.03,4.59,28.33,14.13,22.9,0.9,3.22,55.02,1.85,1.27,,137.0,Moderate,2016-03-25,Moderate,174.71428571428572
Bengaluru,2016-03-26,56.05,165.97,6.3,29.32,19.1,32.86,2.11,5.56,57.03,2.72,3.04,,149.0,Moderate,2016-03-26,Moderate,173.42857142857142
Bengaluru,2016-03-27,63.5,175.45,4.97,30.19,18.63,42.56,0.82,5.39,89.88,2.36,2.12,,156.0,Moderate,2016-03-27,Moderate,159.57142857142858
Bengaluru,2016-03-28,57.92,157.8,6.37,35.15,22.21,50.0,0.86,6.06,48.81,1.95,1.18,,123.0,Moderate,2016-03-28,Moderate,139.42857142857142
Bengaluru,2016-03-29,48.28,162.1,5.17,23.54,15.33,24.05,0.87,3.42,40.43,1.49,1.17,,118.0,Moderate,2016-03-29,Moderate,134.14285714285714
Bengaluru,2016-03-30,42.65,142.17,5.45,25.51,16.91,22.67,0.86,4.7,35.06,1.53,1.93,,107.0,Moderate,2016-03-30,Moderate,129.85714285714286
Bengaluru,2016-03-31,50.78,156.52,5.35,32.46,21.42,23.75,0.82,3.72,44.42,1.85,1.42,,111.0,Moderate,2016-03-31,Moderate,128.71428571428572
Bengaluru,2016-04-01,49.33,150.05,7.72,35.55,24.09,23.19,0.87,4.51,38.74,2.17,1.61,,106.0,Moderate,2016-04-01,Moderate,124.28571428571429
Bengaluru,2016-04-02,51.78,159.41,10.62,36.29,25.48,29.64,0.62,2.51,34.73,3.16,2.03,,112.0,Moderate,2016-04-02,Moderate,119.0
Bengaluru,2016-04-03,53.54,157.92,8.11,26.49,18.69,19.18,1.0,2.97,34.38,3.58,1.85,,110.0,Moderate,2016-04-03,Moderate,112.42857142857143
Bengaluru,2016-04-04,54.8,165.25,12.49,39.97,28.58,45.69,0.85,4.65,26.66,4.25,2.3,,114.0,Moderate,2016-04-04,Moderate,111.14285714285714
Bengaluru,2016-04-05,49.84,215.52,19.66,50.15,45.68,22.62,1.11,4.27,29.98,3.43,2.08,,118.0,Moderate,2016-04-05,Moderate,111.14285714285714
Bengaluru,2016-04-06,63.16,254.77,7.65,52.29,24.61,28.88,1.18,3.67,43.57,2.12,1.84,,154.0,Moderate,2016-04-06,Moderate,117.85714285714286
Bengaluru,2016-04-07,46.24,208.97,3.14,17.79,10.68,23.17,1.19,3.17,67.46,3.08,1.81,,179.0,Moderate,2016-04-07,Moderate,127.57142857142857
Bengaluru,2016-04-08,34.18,318.02,3.97,17.37,11.52,19.5,1.03,2.2,58.76,1.56,0.9,,102.0,Moderate,2016-04-08,Moderate,127.0
Bengaluru,2016-04-09,33.01,152.78,27.61,38.54,32.63,18.87,1.13,3.61,53.57,1.42,0.94,,170.0,Moderate,2016-04-09,Moderate,135.28571428571428
Bengaluru,2016-04-10,31.3,144.68,4.2,19.45,13.01,16.4,1.03,2.75,62.4,1.34,0.99,,112.0,Moderate,2016-04-10,Moderate,135.57142857142858
Bengaluru,2016-04-11,31.68,159.23,4.37,19.05,12.52,20.63,1.86,2.87,58.82,1.78,1.32,,138.0,Moderate,2016-04-11,Moderate,139.0
Bengaluru,2016-04-12,36.98,177.82,3.86,14.71,9.61,17.27,1.25,3.1,74.34,2.44,1.9,,121.0,Moderate,2016-04-12,Moderate,139.42857142857142
